case_date,fuerte,origin,confirmer,t1_group,t1_pos_fuerte,first_related,first_related_primary,first_related_labels,t1_pos_related,t1_dist,day_offset,lottery,draw_position,source_reference,first_t1_companion,first_t1_dist,first_t1_pos,first_t1_day,first_t1_lottery,first_t1_draw_position
2019-09-12,44,43,63,12|28|44|60|81|92,3,7,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,2,163097,60,1,4,1,New York 10:30,1
2019-09-12,92,43,68,12|28|44|60|81|92,6,7,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,2,163097,60,-2,4,1,New York 10:30,1
2019-10-03,12,43,89,12|28|44|60|81|92,1,42,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,163078,44,2,3,1,Quiniela Real,2
2019-10-03,72,40,26,8|19|51|56|67|72,6,42,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,163078,19,-4,2,2,Quiniela Real,1
2019-10-05,63,38,22,20|31|47|52|63|100,5,21,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,163076,31,-3,2,1,Gana Mas,2
2019-10-21,45,50,32,45,1,32,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL,,,1,Gana Mas,2,163060,,,,,,
2019-10-31,28,43,87,12|28|44|60|81|92,2,74,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,163050,44,1,3,2,Quiniela Leidsa,2
2019-11-02,7,42,29,7|18|23|50|55|66|71,1,9,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,2,163048,18,1,2,1,Loteria Nacional,3
2019-11-03,3,31,30,3|24|88|99,1,99,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO,4,3,1,Loteria Nacional,1,109114,99,3,4,1,Loteria Nacional,1
2019-11-09,56,40,41,8|19|51|56|67|72,4,80,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,163041,67,1,5,1,Quiniela Real,3
2019-11-10,57,30,69,25|57,2,25,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO,1,-1,1,Gana Mas,1,163040,25,-1,1,1,Gana Mas,1
2019-11-18,94,39,58,9|14|30|41|46|62|78|94,8,45,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,1,163033,41,-4,4,1,Quiniela Leidsa,3
2019-11-26,9,39,22,9|14|30|41|46|62|78|94,1,33,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,1,163026,41,3,4,1,New York 2:30,1
2019-11-27,89,48,41,73|89,2,6,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,163025,,,,,,
2019-12-25,26,28,72,21|26|53,2,67,COMPANERO_DEL_CONFIRMADOR,COMPANERO_DEL_CONFIRMADOR,,,1,Gana Mas,3,163000,53,1,3,1,New York 2:30,2
2020-01-04,67,40,88,8|19|51|56|67|72,5,59,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,3,162992,72,1,6,2,Gana Mas,1
2020-01-05,73,48,23,73|89,1,72,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162991,89,1,2,5,New York 2:30,3
2020-01-09,53,28,90,21|26|53,3,23,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162987,21,-2,1,2,New York 2:30,3
2020-01-19,27,26,92,27|38,1,85,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162977,38,1,2,1,Loteria Nacional,1
2020-01-26,22,44,7,22|59|70|75|91,1,50,COMPANERO_DEL_CONFIRMADOR,COMPANERO_DEL_CONFIRMADOR,,,1,Gana Mas,1,162972,91,4,5,1,New York 10:30,1
2020-01-26,59,44,34,22|59|70|75|91,2,50,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162972,91,3,5,1,New York 10:30,1
2020-01-31,87,33,23,2|39|82|87,4,76,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Loteria Nacional,3,109030,2,-3,1,6,New York 2:30,2
2020-02-17,40,49,4,35|40|83,2,24,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162952,83,1,3,1,Gana Mas,3
2020-02-19,7,42,70,7|18|23|50|55|66|71,1,4,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162950,66,5,6,1,New York 10:30,2
2020-02-21,44,43,35,12|28|44|60|81|92,3,85,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162948,92,3,6,1,Loteria Nacional,1
2020-03-07,68,47,27,4|36|68|79|84,3,56,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162935,4,-2,1,1,New York 10:30,1
2020-03-11,19,40,86,8|19|51|56|67|72,2,21,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162931,56,2,4,1,Gana Mas,3
2020-03-12,9,39,29,9|14|30|41|46|62|78|94,1,21,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162930,94,7,8,1,Gana Mas,3
2020-03-13,46,39,86,9|14|30|41|46|62|78|94,5,69,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162929,62,1,6,1,Loteria Nacional,1
2020-03-13,68,47,92,4|36|68|79|84,3,71,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162929,79,1,4,1,New York 10:30,3
2020-03-16,10,37,1,5|10|42,2,62,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162927,5,-1,1,1,Loteria Nacional,2
2020-03-18,34,51,59,34|98,1,19,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,New York 2:30,2,47391,98,1,2,5,New York 10:30,1
2020-04-11,93,41,97,13|29|93,3,28,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,New York 10:30,1,49830,,,,,,
2020-04-12,77,32,28,77,1,55,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,New York 10:30,1,49829,,,,,,
2020-04-16,30,39,3,9|14|30|41|46|62|78|94,3,14,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO,2,-1,1,New York 10:30,1,49825,14,-1,2,1,New York 10:30,1
2020-06-04,69,45,11,69|80,1,25,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162923,,,,,,
2020-06-07,90,46,70,37|58|74|90,4,47,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162920,74,-1,3,1,Quiniela Real,1
2020-06-10,63,38,29,20|31|47|52|63|100,5,55,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,2,162918,31,-3,2,1,Quiniela Leidsa,2
2020-06-12,4,47,40,4|36|68|79|84,1,28,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162916,68,2,3,2,New York 2:30,1
2020-06-14,22,44,35,22|59|70|75|91,1,55,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162914,70,2,3,1,Loteria Nacional,1
2020-06-15,54,35,14,6|11|43|54|86,4,39,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162913,86,1,5,1,New York 2:30,3
2020-06-20,85,36,52,32|48|64|85,4,65,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO,,,1,Gana Mas,1,162909,32,-3,1,3,Gana Mas,3
2020-06-29,56,40,89,8|19|51|56|67|72,4,50,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,3,162900,8,-3,1,1,New York 10:30,3
2020-06-29,91,44,69,22|59|70|75|91,5,50,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162900,59,-3,2,2,New York 10:30,1
2020-06-30,57,30,69,25|57,2,9,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162899,25,-1,1,2,Gana Mas,1
2020-07-01,42,37,9,5|10|42,3,3,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162898,5,-2,1,1,New York 10:30,2
2020-07-10,75,44,62,22|59|70|75|91,4,67,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162890,70,-1,3,1,Quiniela Loteka,2
2020-07-10,90,46,44,37|58|74|90,4,36,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162890,37,-3,1,7,New York 10:30,1
2020-07-11,68,47,92,4|36|68|79|84,3,87,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162889,84,2,5,1,Loteria Nacional,2
2020-07-11,79,47,67,4|36|68|79|84,4,88,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,3,162889,84,1,5,1,Loteria Nacional,2
2020-07-12,12,43,41,12|28|44|60|81|92,1,33,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162888,81,4,5,1,Quiniela Real,1
2020-07-17,42,37,44,5|10|42,3,77,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162883,10,-1,2,4,New York 10:30,3
2020-07-17,91,44,57,22|59|70|75|91,5,71,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162883,22,-4,1,1,Quiniela Real,2
2020-07-23,42,37,35,5|10|42,3,12,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162877,5,-2,1,1,Quiniela Leidsa,1
2020-07-27,87,33,23,2|39|82|87,4,60,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,1,162873,2,-3,1,2,Loteria Nacional,3
2020-07-31,42,37,63,5|10|42,3,62,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,2,162870,5,-2,1,3,Quiniela Real,1
2020-07-31,90,46,63,37|58|74|90,4,62,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,2,162870,74,-1,3,2,Quiniela Leidsa,2
2020-08-03,13,41,17,13|29|93,1,12,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162867,29,1,2,3,Quiniela Leidsa,1
2020-08-05,69,45,57,69|80,1,63,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162865,80,1,2,4,New York 10:30,2
2020-08-07,70,44,22,22|59|70|75|91,3,68,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162863,22,-2,1,1,Quiniela Leidsa,3
2020-08-27,16,27,25,16,1,69,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,2,Loteria Nacional,1,108901,,,,,,
2020-08-29,1,34,10,1|17|33|49|76,1,52,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162844,17,1,2,4,Gana Mas,2
2020-08-31,44,43,9,12|28|44|60|81|92,3,59,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162842,92,3,6,1,Quiniela Leidsa,1
2020-09-12,83,49,30,35|40|83,3,20,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162831,35,-2,1,2,Gana Mas,2
2020-09-13,60,43,6,12|28|44|60|81|92,4,81,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO,5,1,1,Gana Mas,1,162830,81,1,5,1,Gana Mas,1
2020-09-29,53,28,35,21|26|53,3,3,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162816,26,-1,2,2,Gana Mas,2
2020-10-07,7,42,44,7|18|23|50|55|66|71,1,3,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162808,66,5,6,1,New York 10:30,3
2020-10-07,48,36,93,32|48|64|85,2,82,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,3,162808,85,2,4,1,New York 2:30,2
2020-10-11,7,42,70,7|18|23|50|55|66|71,1,60,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,3,162804,55,4,5,1,Loteria Nacional,2
2020-10-18,63,38,90,20|31|47|52|63|100,5,12,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162798,52,-1,4,1,Quiniela Leidsa,3
2020-10-24,71,42,12,7|18|23|50|55|66|71,7,7,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO,1,-6,1,Gana Mas,1,162792,7,-6,1,1,Gana Mas,1
2020-11-01,68,47,76,4|36|68|79|84,3,40,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162785,79,1,4,3,Loteria Nacional,1
2020-11-06,53,28,63,21|26|53,3,65,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Loteria Nacional,1,108832,21,-2,1,6,New York 2:30,3
2020-11-15,29,41,63,13|29|93,2,69,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162772,93,1,3,3,New York 2:30,1
2020-11-22,7,42,63,7|18|23|50|55|66|71,1,76,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162765,50,3,4,1,Gana Mas,3
2020-11-25,73,48,23,73|89,1,23,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL,,,1,Gana Mas,1,162762,,,,,,
2020-11-25,89,48,12,73|89,2,23,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162762,,,,,,
2020-12-02,3,31,30,3|24|88|99,1,83,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,1,162755,88,2,3,3,Loteria Nacional,2
2020-12-07,44,43,35,12|28|44|60|81|92,3,28,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO,2,-1,1,Gana Mas,1,162750,28,-1,2,1,Gana Mas,1
2020-12-13,12,43,56,12|28|44|60|81|92,1,80,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162744,92,5,6,2,Gana Mas,1
2020-12-14,72,40,26,8|19|51|56|67|72,6,92,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162743,19,-4,2,2,Loteria Nacional,2
2020-12-15,72,40,26,8|19|51|56|67|72,6,60,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162742,19,-4,2,1,Loteria Nacional,2
2020-12-22,77,32,73,77,1,7,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,2,162735,,,,,,
2020-12-28,3,31,30,3|24|88|99,1,70,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Loteria Nacional,1,108782,88,2,3,1,New York 10:30,1
2021-01-05,3,31,83,3|24|88|99,1,68,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162725,24,1,2,4,New York 2:30,3
2021-01-06,22,44,90,22|59|70|75|91,1,6,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162724,70,2,3,1,Quiniela Loteka,2
2021-01-11,27,26,68,27|38,1,79,COMPANERO_DEL_CONFIRMADOR,COMPANERO_DEL_CONFIRMADOR,,,1,Gana Mas,1,162719,38,1,2,3,Quiniela Real,1
2021-01-13,68,47,76,4|36|68|79|84,3,81,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,3,162717,79,1,4,1,Quiniela Leidsa,1
2021-01-15,26,28,72,21|26|53,2,92,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162715,21,-1,1,7,Quiniela Leidsa,3
2021-01-15,53,28,22,21|26|53,3,92,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162715,21,-2,1,7,Quiniela Leidsa,3
2021-01-16,86,35,46,6|11|43|54|86,5,51,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162714,43,-2,3,1,New York 10:30,1
2021-01-22,90,46,70,37|58|74|90,4,19,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162709,37,-3,1,1,Gana Mas,3
2021-02-04,44,43,63,12|28|44|60|81|92,3,9,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,1,162696,81,2,5,1,Quiniela Leidsa,1
2021-02-06,74,46,31,37|58|74|90,3,94,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,2,162694,90,1,4,3,Gana Mas,2
2021-02-09,9,39,42,9|14|30|41|46|62|78|94,1,39,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162691,46,4,5,2,New York 10:30,1
2021-02-10,9,39,29,9|14|30|41|46|62|78|94,1,57,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162690,46,4,5,1,New York 10:30,1
2021-02-10,69,45,11,69|80,1,57,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,1,162690,80,1,2,1,Gana Mas,2
2021-02-12,14,39,54,9|14|30|41|46|62|78|94,2,85,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,2,162688,78,5,7,1,New York 10:30,1
2021-02-15,44,43,29,12|28|44|60|81|92,3,59,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162686,81,2,5,1,Loteria Nacional,2
2021-02-16,58,46,84,37|58|74|90,2,94,MISMO_GRUPO_T2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR,,,1,Gana Mas,3,162685,90,2,4,5,New York 10:30,1
2021-02-16,73,48,23,73|89,1,51,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,2,162685,89,1,2,1,New York 2:30,3
2021-02-18,32,36,45,32|48|64|85,1,20,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162683,64,2,3,1,Quiniela Loteka,2
2021-02-22,27,26,76,27|38,1,65,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,1,162679,,,,,,
2021-03-03,37,46,65,37|58|74|90,1,44,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162671,74,2,3,5,Quiniela Leidsa,3
2021-03-09,76,34,92,1|17|33|49|76,5,19,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,3,162665,17,-3,2,1,Quiniela Real,1
2021-03-12,23,42,77,7|18|23|50|55|66|71,3,71,MISMO_GRUPO_T1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO,7,4,1,Gana Mas,3,162662,71,4,7,1,Gana Mas,3
2021-03-12,90,46,42,37|58|74|90,4,71,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO,,,1,Gana Mas,3,162662,37,-3,1,3,Gana Mas,2
2021-03-13,32,36,45,32|48|64|85,1,52,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,3,162661,85,3,4,1,Quiniela Loteka,2
2021-03-14,70,44,7,22|59|70|75|91,3,37,CANDIDATO_ORIGINAL_ALTERNATIVO,CANDIDATO_ORIGINAL_ALTERNATIVO,,,1,Gana Mas,2,162660,22,-2,1,1,Loteria Nacional,1
2021-03-15,32,36,45,32|48|64|85,1,92,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Loteria Nacional,3,108724,85,3,4,1,Quiniela Loteka,1
2021-03-18,7,42,63,7|18|23|50|55|66|71,1,67,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,Gana Mas,1,162657,55,4,5,1,Gana Mas,3
2021-03-19,42,37,44,5|10|42,3,62,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,Gana Mas,1,162656,10,-1,2,3,Gana Mas,1
2021-03-24,48,36,93,32|48|64|85,2,44,RELACION_DE_TERCER_NIVEL,RELACION_DE_TERCER_NIVEL,,,1,New York 10:30,1,49483,85,2,4,6,Loteria Nacional,3
2021-03-31,100,38,10,20|31|47|52|63|100,6,7,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,New York 10:30,3,49476,47,-3,3,4,New York 10:30,3
2021-04-01,90,46,22,37|58|74|90,4,40,RELACION_DE_SEGUNDO_NIVEL,RELACION_DE_SEGUNDO_NIVEL,,,1,New York 10:30,1,49475,74,-1,3,3,Gana Mas,1
