date,lottery,is_featured,draw_time,number,position,position_label,source_reference,draw_id
2026-06-21,El Quemaito Mayor,False,,16,1,1ro,224672,5c3f8cc3-c616-4c51-b92c-ab2df7e96213
2026-06-21,Florida Dia,False,,35,1,1ro,224678,8ca8e11d-0237-4943-839a-4eaaeaac768e
2026-06-21,Florida Dia,False,,42,2,2do,224678,8ca8e11d-0237-4943-839a-4eaaeaac768e
2026-06-21,Florida Dia,False,,49,3,3ro,224678,8ca8e11d-0237-4943-839a-4eaaeaac768e
2026-06-21,Florida Noche,False,,13,1,1ro,224703,6db5362d-f624-407a-8c7b-b9811cc7e96d
2026-06-21,Florida Noche,False,,67,2,2do,224703,6db5362d-f624-407a-8c7b-b9811cc7e96d
2026-06-21,Florida Noche,False,,69,3,3ro,224703,6db5362d-f624-407a-8c7b-b9811cc7e96d
2026-06-21,Gana Mas,True,,41,1,1ro,224681,d6732010-5902-4533-a13c-2fb016cf6856
2026-06-21,Gana Mas,True,,58,2,2do,224681,d6732010-5902-4533-a13c-2fb016cf6856
2026-06-21,Gana Mas,True,,89,3,3ro,224681,d6732010-5902-4533-a13c-2fb016cf6856
2026-06-21,Haiti Bolet 05:30 PM,False,,72,1,1ro,224689,f03dbb99-1638-4b54-b069-a82169885056
2026-06-21,Haiti Bolet 05:30 PM,False,,31,2,2do,224689,f03dbb99-1638-4b54-b069-a82169885056
2026-06-21,Haiti Bolet 05:30 PM,False,,44,3,3ro,224689,f03dbb99-1638-4b54-b069-a82169885056
2026-06-21,Haiti Bolet 06:30 PM,False,,9,1,1ro,224693,a0ea0ed2-156c-4c86-a619-904f01761c2e
2026-06-21,Haiti Bolet 06:30 PM,False,,25,2,2do,224693,a0ea0ed2-156c-4c86-a619-904f01761c2e
2026-06-21,Haiti Bolet 06:30 PM,False,,41,3,3ro,224693,a0ea0ed2-156c-4c86-a619-904f01761c2e
2026-06-21,Haiti Bolet 07:30 PM,False,,39,1,1ro,224698,cb036911-a277-4295-ba9b-3eb2b0eb519a
2026-06-21,Haiti Bolet 07:30 PM,False,,68,2,2do,224698,cb036911-a277-4295-ba9b-3eb2b0eb519a
2026-06-21,Haiti Bolet 07:30 PM,False,,78,3,3ro,224698,cb036911-a277-4295-ba9b-3eb2b0eb519a
2026-06-21,Haiti Bolet 10:30 AM,False,,75,1,1ro,224666,a630098c-80ee-4dd9-bc4a-6cc11f3db4aa
2026-06-21,Haiti Bolet 10:30 AM,False,,77,2,2do,224666,a630098c-80ee-4dd9-bc4a-6cc11f3db4aa
2026-06-21,Haiti Bolet 10:30 AM,False,,94,3,3ro,224666,a630098c-80ee-4dd9-bc4a-6cc11f3db4aa
2026-06-21,Haiti Bolet 11:30 AM,False,,76,1,1ro,224668,92a9746e-99ad-424e-ace8-7ff4c3062645
2026-06-21,Haiti Bolet 11:30 AM,False,,18,2,2do,224668,92a9746e-99ad-424e-ace8-7ff4c3062645
2026-06-21,Haiti Bolet 11:30 AM,False,,88,3,3ro,224668,92a9746e-99ad-424e-ace8-7ff4c3062645
2026-06-21,Haiti Bolet 9:30 AM,False,,33,1,1ro,224664,6e176f74-0112-4bb6-9522-8c2d78920644
2026-06-21,Haiti Bolet 9:30 AM,False,,86,2,2do,224664,6e176f74-0112-4bb6-9522-8c2d78920644
2026-06-21,Haiti Bolet 9:30 AM,False,,79,3,3ro,224664,6e176f74-0112-4bb6-9522-8c2d78920644
2026-06-21,King Lottery AM,False,,57,1,1ro,224674,383f2aa7-56fe-4936-8d30-479dfe2c1d0d
2026-06-21,King Lottery AM,False,,72,2,2do,224674,383f2aa7-56fe-4936-8d30-479dfe2c1d0d
2026-06-21,King Lottery AM,False,,45,3,3ro,224674,383f2aa7-56fe-4936-8d30-479dfe2c1d0d
2026-06-21,King Lottery PM,False,,49,1,1ro,224697,f82c1995-b862-492a-9fbc-095e5070ff06
2026-06-21,King Lottery PM,False,,22,2,2do,224697,f82c1995-b862-492a-9fbc-095e5070ff06
2026-06-21,King Lottery PM,False,,85,3,3ro,224697,f82c1995-b862-492a-9fbc-095e5070ff06
2026-06-21,La Primera Noche,False,,88,1,1ro,224696,f428eab2-fba2-4b5d-854e-08d25a662936
2026-06-21,La Primera Noche,False,,3,2,2do,224696,f428eab2-fba2-4b5d-854e-08d25a662936
2026-06-21,La Primera Noche,False,,40,3,3ro,224696,f428eab2-fba2-4b5d-854e-08d25a662936
2026-06-21,La Primera Tarde,False,,85,1,1ro,224670,8d3df5fb-0069-4340-8338-6b82640efead
2026-06-21,La Primera Tarde,False,,5,2,2do,224670,8d3df5fb-0069-4340-8338-6b82640efead
2026-06-21,La Primera Tarde,False,,92,3,3ro,224670,8d3df5fb-0069-4340-8338-6b82640efead
2026-06-21,La Suerte 6PM,False,,19,1,1ro,224691,38888a0a-b984-42b3-ae48-a85d6a4651e9
2026-06-21,La Suerte 6PM,False,,40,2,2do,224691,38888a0a-b984-42b3-ae48-a85d6a4651e9
2026-06-21,La Suerte 6PM,False,,41,3,3ro,224691,38888a0a-b984-42b3-ae48-a85d6a4651e9
2026-06-21,La Suerte MD,False,,11,1,1ro,224675,54bbbd6a-1071-42b4-a4ec-36c7cb0453eb
2026-06-21,La Suerte MD,False,,86,2,2do,224675,54bbbd6a-1071-42b4-a4ec-36c7cb0453eb
2026-06-21,La Suerte MD,False,,78,3,3ro,224675,54bbbd6a-1071-42b4-a4ec-36c7cb0453eb
2026-06-21,Loto 5,False,,8,1,posición 1,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto 5,False,,14,2,posición 2,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto 5,False,,20,3,posición 3,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto 5,False,,25,4,posición 4,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto 5,False,,35,5,posición 5,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto 5,False,,6,6,Loto,224695,652c9ad2-5b00-4b26-8e1a-d7bec5b5ae47
2026-06-21,Loto Pool,False,,5,1,posición 1,224684,c6450fdd-2f4c-48a4-83ef-5fdcfe923570
2026-06-21,Loto Pool,False,,6,2,posición 2,224684,c6450fdd-2f4c-48a4-83ef-5fdcfe923570
2026-06-21,Loto Pool,False,,10,3,posición 3,224684,c6450fdd-2f4c-48a4-83ef-5fdcfe923570
2026-06-21,Loto Pool,False,,19,4,posición 4,224684,c6450fdd-2f4c-48a4-83ef-5fdcfe923570
2026-06-21,Loto Pool,False,,24,5,posición 5,224684,c6450fdd-2f4c-48a4-83ef-5fdcfe923570
2026-06-21,Mega Chance,False,,4,1,posición 1,224701,949f9d89-bca0-4657-b46e-a7f349299961
2026-06-21,Mega Chance,False,,25,2,posición 2,224701,949f9d89-bca0-4657-b46e-a7f349299961
2026-06-21,Mega Chance,False,,27,3,posición 3,224701,949f9d89-bca0-4657-b46e-a7f349299961
2026-06-21,Mega Chance,False,,70,4,posición 4,224701,949f9d89-bca0-4657-b46e-a7f349299961
2026-06-21,Mega Chance,False,,84,5,posición 5,224701,949f9d89-bca0-4657-b46e-a7f349299961
2026-06-21,New York 10:30,True,,65,1,1ro,224704,69dcdb6c-ca8e-412c-b066-975f2f0e997b
2026-06-21,New York 10:30,True,,99,2,2do,224704,69dcdb6c-ca8e-412c-b066-975f2f0e997b
2026-06-21,New York 10:30,True,,32,3,3ro,224704,69dcdb6c-ca8e-412c-b066-975f2f0e997b
2026-06-21,New York 2:30,True,,39,1,1ro,224680,da0f6039-21c9-4410-9c42-a67327f323f8
2026-06-21,New York 2:30,True,,19,2,2do,224680,da0f6039-21c9-4410-9c42-a67327f323f8
2026-06-21,New York 2:30,True,,10,3,3ro,224680,da0f6039-21c9-4410-9c42-a67327f323f8
2026-06-21,Pega 3 Mas,False,,39,1,1ro,224683,efd0455d-5c73-457d-aa31-081ea348f6f9
2026-06-21,Pega 3 Mas,False,,4,2,2do,224683,efd0455d-5c73-457d-aa31-081ea348f6f9
2026-06-21,Pega 3 Mas,False,,16,3,3ro,224683,efd0455d-5c73-457d-aa31-081ea348f6f9
2026-06-21,Quiniela Leidsa,True,,70,1,1ro,224686,a8a12588-b47e-4779-9ff5-67d54b8404c5
2026-06-21,Quiniela Leidsa,True,,33,2,2do,224686,a8a12588-b47e-4779-9ff5-67d54b8404c5
2026-06-21,Quiniela Leidsa,True,,82,3,3ro,224686,a8a12588-b47e-4779-9ff5-67d54b8404c5
2026-06-21,Quiniela LoteDom,False,,60,1,1ro,224673,bca0073c-a63c-431c-ae3e-71822bb52ce7
2026-06-21,Quiniela LoteDom,False,,92,2,2do,224673,bca0073c-a63c-431c-ae3e-71822bb52ce7
2026-06-21,Quiniela LoteDom,False,,81,3,3ro,224673,bca0073c-a63c-431c-ae3e-71822bb52ce7
2026-06-21,Quiniela Loteka,True,,62,1,1ro,224700,fb1e9073-070f-4cf1-a487-56c6aa9e478e
2026-06-21,Quiniela Loteka,True,,14,2,2do,224700,fb1e9073-070f-4cf1-a487-56c6aa9e478e
2026-06-21,Quiniela Loteka,True,,36,3,3ro,224700,fb1e9073-070f-4cf1-a487-56c6aa9e478e
2026-06-21,Quiniela Real,True,,49,1,1ro,224676,08526f84-7229-415a-822f-ddc032c5da71
2026-06-21,Quiniela Real,True,,48,2,2do,224676,08526f84-7229-415a-822f-ddc032c5da71
2026-06-21,Quiniela Real,True,,34,3,3ro,224676,08526f84-7229-415a-822f-ddc032c5da71
2026-06-21,Super Kino Tv,False,,5,1,posición 1,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,8,2,posición 2,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,9,3,posición 3,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,15,4,posición 4,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,18,5,posición 5,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,23,6,posición 6,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,24,7,posición 7,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,25,8,posición 8,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,27,9,posición 9,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,32,10,posición 10,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,36,11,posición 11,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,37,12,posición 12,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,39,13,posición 13,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,47,14,posición 14,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,49,15,posición 15,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,55,16,posición 16,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,58,17,posición 17,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,68,18,posición 18,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,75,19,posición 19,224685,64c38900-ca51-4daa-841f-c30bae506820
2026-06-21,Super Kino Tv,False,,78,20,posición 20,224685,64c38900-ca51-4daa-841f-c30bae506820
